mid,title,introduction,rating,releasedate,url
46,河边的错误,20世纪90年代，江南某个小镇。阴郁的河边，幺四婆婆被人残忍杀害。好大喜功的警察局长（侯天来 饰）定了调子，此案一定追查到底。刑警队长马哲（朱一龙 饰）带着徒弟小谢（佟林楷 饰）对死者周边关系展开调查，得知老太太生前与人为善，还收养了一个疯子（康春雷 饰）。而从疯子这里，似乎又找不到更多的突破点。丢失在现场的女士书包引起马哲注意，通过包内的磁带，他找到了女包的主人及其相关者，但依旧捋不出头绪。局长认定疯子就是凶手，应该尽快结案。可就在此时，新的死者出现了……本片根据余华的同名小说改编。,7.3,2023-10-21(中国大陆),https://movie.douban.com/subject/35256092/
47,名侦探柯南：黑铁的鱼影 名探偵コナン 黒鉄の魚影,故事发生在东京八丈岛近海，一座将全球各地警方监控相连接的高科技设施——“太平洋浮标”即将启动。为了与欧洲刑警组织管辖的范围联网，来自世界各地的工程师聚集在这里。基于人脸识别的全新“黑科技”也正在测试中……与此同时，柯南一行人前往八丈岛观鲸，途中柯南接到冲矢昴（赤井秀一）的电话，被告知欧洲刑警组织成员在德国遭到琴酒的杀害。为调查真相的柯南潜入“太平洋浮标”。正当工程师们正在为系统启动而展开准备工作时，一桩案件突然发生！一名女工程师被黑暗组织绑架，她手中存有核心技术的U盘也落入了黑暗组织手中！此时，水下传来未知潜水艇逼近的声音，令人毛骨悚然，一个神秘的黑影也正在悄悄接近灰原哀……,6.6,2023-12-16(中国大陆),https://movie.douban.com/subject/35873969/
48,潜行 潛行,4吨毒品秘密抵达香港后人间蒸发，幕后黑手竟是看上去人畜无害的律师林阵安（刘德华 饰）。借助暗网直播贩毒，一边杀人一边利用法律脱罪，无恶不作的林阵安不知道自己已悄悄被警察和仇家锁定。最好的兄弟、最爱的妻子先后遭遇变故，穷途末路的他彻底疯狂，想要让全世界付出代价……,5.6,2023-12-29(中国大陆),https://movie.douban.com/subject/35927496/
49,别流淌呀，河水 リバー、流れないでよ,某个宁静冬日，京都贵船的料理旅馆老店藤屋。站在贵船川旁的服务生美琴（藤谷理子 饰）被女将（本上真奈美 饰）叫回去工作。可是，两分钟后，她发现自己再次站在河边。而且不止她，旅馆里的其他员工和住客都开始觉得奇怪，他们发现自己被困在两分钟的循环之中。两分钟后，时间倒转，一切又回到原处，但他们的记忆却依然保留。众人决定合力找出事件背后的原因，但美琴却心情复杂……,7.1,2023-06-23(日本),https://movie.douban.com/subject/36300768/
50,蜘蛛侠：纵横宇宙 Spider-Man: Across the Spider-Verse,地球-65，蜘蛛女格温（海莉·斯坦菲尔德 Hailee Steinfeld 配音）因为好友彼特之死而充满愧疚，而父亲对蜘蛛侠的误解也让她倍感焦虑。某次行动中，格温结识了来自其他宇宙的同伴米圭尔·奥哈拉和杰西卡·德鲁。从他们口中得知，为了防止多元宇宙进一步崩坏，米圭尔策划成立了由蜘蛛侠中的精英组成的突击队。格温受邀加入他们，并利用时空穿梭的机会来到了地球-1610，见到久违的迈尔斯（沙梅克·摩尔 Shameik Moore 配音）。此时的迈尔斯和父母关系紧张，他憧憬格温，渴望加入突击队又遭到拒绝。随后迈尔斯又听到一个可怕的消息，每一个宇宙中，失去至亲正是所有蜘蛛侠的可悲宿命……,8.5,2023-06-02(美国/中国大陆),https://movie.douban.com/subject/30391186/
51,天降幸运 Coup de chance,影片是伍迪·艾伦的第50部电影长片，故事以当代巴黎为背景，围绕着两个年轻人之间的浪漫故事展开，他们是老友，步入婚姻殿堂后，却逐渐演变为对婚姻不忠，最终走向犯罪。,6.5,2023-09-04(威尼斯电影节),https://movie.douban.com/subject/35603796/
52,红色天空 Roter Himmel,一个炎热、干燥的夏日，如同过去几年一般。森林火灾是无法控制的。四个年轻人在离阿伦斯霍普不远的波罗的海度假屋里相遇。慢慢地，不知不觉中，他们被火焰筑成的围墙所包围。红色的天空笼罩着他们。他们充满怀疑，他们满是害怕——但却不是因为火灾。是爱让他们害怕：“谁会在坠入爱河时死去 ……！”他们越来越亲近，他们渴望着，他们相爱着。然而熊熊火焰已无限逼近。,7.7,2023-02-22(柏林电影节),https://movie.douban.com/subject/35221425/
53,年少日记 年少日記,一封没署名的遗书、一群看似无恙的学生，让中学老师郑Sir想起充满暴力与遗憾的童年往事。他亦面对妻子离别、父亲病危，同时必须找出企图轻生的同学，阻止悲剧重现。第五届“首部剧情电影计划”大专组得奖作品。,8.6,2023-11-16(中国香港),https://movie.douban.com/subject/34940879/
54,飞鸭向前冲 Migration,飞鸭马拉德一家向南迁徙前往热带的牙买加，却意外闯入疯狂大都市纽约？在紧张刺激的飞行之旅中，他们将如何化险为夷？,7.5,2023-12-08(中国大陆),https://movie.douban.com/subject/36086942/
55,沉默笔录,平西镇位于西南某地，90年代乡镇治安由联防队维护，联防队长李立忠（章宇 饰）的父亲意外死亡，与此同时镇里发生诡异的连环杀狗案，李立忠带领队员通过蹩脚的探案手法进行调查，通过一系列荒诞行动，李立忠发现杀狗案竟与父亲的死亡有千丝万缕的关系。在那个野蛮生长的时代下，面对真相的李立忠只能以沉默作答。,6.6,2023-12-01(中国大陆),https://movie.douban.com/subject/30396283/
56,我爱你！,空巢老人常为戒（倪大红 饰）和拾废品的孤寡老太李慧如（惠英红 饰）不打不相识，却渐渐互生情愫；年迈的谢定山（梁家辉 饰）、赵欢欣（叶童 饰）夫妻俩靠收卖废品为生，妻子赵欢欣更是一直深受疾病的困扰……四位老人，两对爱人，在步入生命终章之时，他们用力而纯粹地相爱。哪怕不再有明天，也要对彼此说出那句“我爱你！”。故事改编自韩国同名漫画。,7.9,2023-06-21(中国大陆),https://movie.douban.com/subject/35818074/
57,偷破天际线 Lift,瑞斯·惠特克（凯文·哈特饰）率领一帮来自世界各地的盗贼，他们分秒必争，目标是要把价值 5 亿美元的黄金偷到手，然而这起抢案报酬高，难度更是破天高，因为劫盗大计将在 12000 公尺高空的客机上演。本片由盖瑞·葛雷执导，凯文·哈特、古古·玛芭塔劳、文森·多诺夫、乌苏拉·可贝萝、比利·马格努森、维菲克·卡尔拉、金允智、山姆·沃辛顿主演。,5.6,2024-01-12(美国网络),https://movie.douban.com/subject/35874112/
58,自由之声 Sound of Freedom,本片基于令人难以置信的真实事件改编，联邦探员蒂姆·巴拉德（吉姆·卡维泽 Jim Caviezel 饰）在把一个小男孩从残忍的儿童拐卖犯罪中解救出来之后，得知男孩的姐姐同样被拐，他决定冒险前去营救，但政府无法派兵到他国领土救援。时间紧迫，蒂姆辞去工作，深入哥伦比亚丛林以身犯险，誓要把女孩从生不如死的命运中解救出来。,7.8,2023-07-04(美国),https://movie.douban.com/subject/30454682/
59,利益区域 The Zone of Interest,电影讲述了奥斯维辛集中营的指挥官鲁道夫·霍斯和他的妻子海德薇格在集中营旁的一所房子里和花园中为他们的家庭打造梦想生活的故事。,7.8,2023-05-19(戛纳电影节),https://movie.douban.com/subject/35169716/
60,俄罗斯方块 Tetris,影片改编自知名电子游戏《俄罗斯方块》的著作权争夺。在1980年代末期，防弹软件的荷兰游戏设计师亨克·罗杰斯（塔伦·埃哲顿 Taron Egerton 饰）为了获得“俄罗斯方块”的版权，深入冷战时期的苏联，与苏联当局进行谈判。,8.0,2023-03-15(西南偏南电影节),https://movie.douban.com/subject/26087471/
61,断网假期 Leave the World Behind,阿曼达（朱莉娅·罗伯茨 Julia Roberts 饰）和她的丈夫克莱（伊桑·霍克 Ethan Hawke 饰）是一对幸福美满的夫妻，阳光明媚的日子里，阿曼达一家四口前往长岛享受美好假期。未曾想意外突然降临，一艘万吨邮轮毫无征兆冲上沙滩。惊恐万分的一家人回到他们租住的别墅，这时发现网络却断掉，迟迟未曾恢复。夜幕降临，别墅的主人乔治（马赫沙拉·阿里 Mahershala Ali 饰）和女儿罗丝（米哈拉·赫罗德 Myha’la Herrold 饰）不约而至，从对方口中得知，城里的网络却不中断，他不得已才返回住处。半信半疑的阿曼达从电视新闻中得知，整个城市遭到了莫名攻击，网络全面中断。次日醒来，情况依旧没有好转，而这个世界仿佛变得万分陌生，无比疯狂……,6.0,2023-10-25(美国电影学会电影节),https://movie.douban.com/subject/35151492/
62,感恩节 Thanksgiving,马萨诸塞州普利茅斯，某年感恩节大促销活动，一场悲剧即将上演。搞促销活动的超市门口，贪婪饥渴的男女躁动不安，跃跃欲试。而让大众备受刺激的是，超市老板的女儿杰西卡（内尔·维拉克 Nell Verlaque 饰）居然带着好友们提前入场选购，甚至中间有人还隔着玻璃挑逗门外的顾客。于是，躁动的人群愤怒了，他们冲过工作人员的阻拦，宛如末日一般的哄抢拉开帷幕，而在这一过程中接连有人死于意外。惨剧之后的一年，超市老板接连做善事试图消弭影响，可是等到新的感恩节到来前夕，一个面具男所主导的屠戮接二连三出现。面具男的目的只有一个，那就是杀掉所有引发去年感恩节惨剧的相关人员……,6.2,2023-11-04(莫比多电影节),https://movie.douban.com/subject/3775098/
63,杀手 The Killer,法国巴黎某处共享办公室内，一名神秘杀手（迈克尔·法斯宾德 Michael Fassbender 饰）正静待猎物的到来。他外表冷酷，沉默寡言，内心则絮絮不止，一遍又一遍重复着作为杀手的准则，仿佛这样才能使他有所凭依，内心安定。然而即便如此，他准备了数日的刺杀却以失败告终。失手之后，杀手按照既定的路线迅速撤离，并在上线的安排下躲到多米尼加的家中暂避风头。谁知才刚踏上自家院落，他就嗅出了危险气息。原来在此之前，早已有两名杀手踏足此地，并将杀手的妻子（索菲·夏洛特 Sophie Charlotte 饰）殴至重伤。杀手恼羞不已，他根据仅有的线索，一路追查幕后的指使和参与者。一旦失手，万劫不复，此时此刻他有切身体会……,6.6,2023-09-03(威尼斯电影节),https://movie.douban.com/subject/2998451/
64,疯狂元素城 Elemental,曾几何时，火焰一族的火柱和怀孕的妻子灯花背井离乡，远渡重洋，来到了元素城开始新的生活。经过十数年的经营，火柱老板的杂货店开得有声有色，而气竭力衰的他也开始琢磨将这家店传给开朗热情却脾气火爆的独生女小焰。在独自筹备某次促销活动时，小焰家的地下室管道出现意外，她也进而邂逅了水一族的青年渡阿波。阿波感性善良，作为市政府检查员，他不得不准备给这家店开出罚单。可是，这个店凝聚了小焰父亲全部的心血啊！为了阻止阿波，小焰使出浑身解数。而就在这一过程中，水火不相容的两个人开始尝试了解对方……,7.1,2023-06-16(美国/中国大陆),https://movie.douban.com/subject/35901878/
65,农民 Chłopi,影片改编自诺贝尔文学奖得主、波兰著名作家符瓦迪斯瓦夫·莱蒙特的同名小说，讲述农家女孩贾格娜尽管深爱着儿子安特克，但还是被迫嫁给了年长的富农博瑞纳，后来贾格娜成为村民羡慕嫉妒恨的对象，不得不为维护自己的独立而奋斗。故事发生在19世纪和20世纪的波兰乡村，故事的戏剧性转折与季节的变化、田间的 辛勤劳作和当地的传统节日相联系。多洛塔·科别拉执导，灵感来自19世纪流行的现实主义和前印象派绘画，将采用超过60位画家的手绘技术，完成电影的79000帧画面。,8.0,2023-09-08(多伦多电影节),https://movie.douban.com/subject/35191489/
66,不虚此行,人这一生怎样才算不虚此行？闻善（胡歌 饰）在平衡自己与世界的关系中寻找着答案。他是一个“掉队”的普通编剧，一次偶然的机会让他改以撰写悼词为生。在与各色普通人的相遇里，闻善慰藉他人、也获得了温暖，最终找到了自己的人生方向。,7.0,2023-09-09(中国大陆),https://movie.douban.com/subject/35432345/
67,音乐大师 Maestro,这部无畏的爱情故事记述了音乐传奇人物伦纳德·伯恩斯坦（布莱德利·库珀 Bradley Cooper 饰）和费利西亚·蒙泰莱格雷·科恩·伯恩斯坦（凯瑞·穆里根 Carey Mulligan 饰）持续一生的复杂感情。,5.8,2023-09-02(威尼斯电影节),https://movie.douban.com/subject/26653386/
